,hour,Temperature,Dew_Point,Humidity,Speed,Gust,Pressure,Precip_Rate,Precip_Accum,UV,Solar,date
4632,20,75.875,63.89166666666667,66.41666666666667,0.0,0.0,30.124166666666667,0.0,0.0,0.0,3.6666666666666665,2022-07-15
4633,21,74.64166666666667,64.89999999999999,71.83333333333333,0.0,0.0,30.139166666666668,0.0,0.0,0.0,0.0,2022-07-15
4634,22,74.175,66.075,75.83333333333333,0.0,0.0,30.14,0.0,0.0,0.0,0.0,2022-07-15
4635,23,74.21666666666667,65.41666666666667,74.08333333333333,0.0,0.0,30.145833333333332,0.0,0.0,0.0,0.0,2022-07-15
4636,0,74.175,65.40833333333333,74.16666666666667,0.0,0.0,30.149999999999995,0.0,0.0,0.0,0.0,2022-07-16
4637,1,73.9,66.29166666666667,77.25,0.0,0.0,30.144166666666667,0.0,0.0,0.0,0.0,2022-07-16
4638,2,73.675,67.375,80.58333333333333,0.0,0.0,30.136666666666667,0.0,0.0,0.0,0.0,2022-07-16
4639,3,73.55,67.83333333333333,82.16666666666667,0.0,0.0,30.13,0.0,0.0,0.0,0.0,2022-07-16
4640,4,73.30833333333334,67.90833333333333,83.0,0.0,0.0,30.127499999999998,0.0,0.0,0.0,0.0,2022-07-16
4641,5,73.10833333333333,67.39166666666667,82.08333333333333,0.0,0.0,30.124166666666667,0.0,0.0,0.0,3.6666666666666665,2022-07-16
4642,6,72.15833333333333,66.55,82.41666666666667,0.0,0.0,30.12833333333333,0.0,0.0,0.0,39.833333333333336,2022-07-16
4643,7,72.14999999999999,66.75,83.0,0.0,0.0,30.125833333333333,0.0,0.0,0.25,107.91666666666667,2022-07-16
4644,8,74.15454545454546,67.80909090909091,80.63636363636364,0.0,0.0,30.122727272727275,0.0,0.0,1.0,178.72727272727272,2022-07-16
4645,9,75.2,67.74166666666666,77.83333333333333,0.0,0.0,30.12166666666667,0.0,0.0,1.25,200.91666666666666,2022-07-16
4646,10,73.575,66.35833333333333,78.25,0.0,0.0,30.12,0.01,0.01,1.1666666666666667,168.91666666666666,2022-07-16
4647,11,76.175,64.53333333333333,67.33333333333333,0.0,0.0,30.1125,0.005,0.015,4.083333333333333,582.9166666666666,2022-07-16
4648,12,78.72500000000001,66.8,67.0,0.0,0.0,30.09583333333333,0.006666666666666667,0.02,6.166666666666667,840.4166666666666,2022-07-16
4649,13,82.88333333333334,67.69166666666666,60.25,0.0,0.0,30.0775,0.0,0.02,6.083333333333333,881.0833333333334,2022-07-16
