,date,hour,Total Passengers,Amount of Trips,Total Distance,Average Distance,Total Fares,day_of_week,Temperature,Dew_Point,Humidity,Speed,Gust,Pressure,Precip_Rate,Precip_Accum,UV,Solar
2457,2022-04-10,10,7713.0,5206,18252.78,3.397762472077438,104422.0,6,46.35,24.875,42.75,0.0,0.0,29.786666666666665,0.0,0.01,2.5,665.8333333333334
2458,2022-04-10,11,9261.0,6248,20889.47,3.2442102810995497,125464.02,6,46.666666666666664,24.8,42.0,0.0,0.0,29.78,0.0,0.01,1.9166666666666667,382.0833333333333
2459,2022-04-10,12,10264.0,6946,24092.7,3.3616157388028465,143832.43,6,46.86666666666667,25.308333333333334,42.75,0.0,0.0,29.775833333333335,0.0,0.01,1.6666666666666667,327.5
2460,2022-04-10,13,10765.0,7110,26685.32,3.64852611430134,157123.15,6,47.708333333333336,26.53333333333333,43.5,0.0,0.0,29.769166666666667,0.0,0.01,3.0833333333333335,564.0
2461,2022-04-10,14,11240.0,7440,29172.4,3.8123889179299533,170535.78,6,47.88333333333333,25.599999999999998,41.5,0.0,0.0,29.763333333333335,0.0,0.01,1.0,169.25
2462,2022-04-10,15,10680.0,7095,28210.38,3.8633771569433035,165803.58,6,48.375,25.641666666666666,41.0,0.0,0.0,29.766666666666666,0.0,0.01,1.1666666666666667,228.16666666666666
2463,2022-04-10,16,10196.0,6731,26647.93,3.867062835582644,156393.77,6,48.45454545454545,25.454545454545453,40.36363636363637,0.0,0.0,29.780909090909095,0.0,0.01,1.0,258.1818181818182
2464,2022-04-10,17,10104.0,6699,25371.29,3.7000568761849206,148952.95,6,47.89166666666667,25.541666666666668,41.416666666666664,0.0,0.0,29.804166666666664,0.0,0.01,0.08333333333333333,76.58333333333333
2465,2022-04-10,18,9481.0,6384,22544.43,3.4376989935956086,134282.95,6,47.291666666666664,25.558333333333334,42.416666666666664,0.0,0.0,29.83,0.0,0.01,0.0,80.83333333333333
2466,2022-04-10,19,7636.0,5187,19893.45,3.699042394942358,111435.22,6,46.78333333333333,24.816666666666666,42.0,0.0,0.0,29.8625,0.0,0.01,0.0,4.583333333333333
2467,2022-04-10,20,7186.0,4850,19284.53,3.817962779647594,107982.38,6,45.800000000000004,24.133333333333336,42.333333333333336,0.0,0.0,29.905,0.0,0.01,0.0,0.0
2468,2022-04-10,21,6798.0,4521,19956.04,4.260469684030743,105849.38,6,45.425000000000004,24.650000000000002,43.916666666666664,0.0,0.0,29.9375,0.0,0.01,0.0,0.0
2469,2022-04-10,22,5179.0,3563,18319.66,4.947248177153659,92381.07,6,45.089999999999996,24.89,44.8,0.0,0.0,29.963,0.0,0.01,0.0,0.0
2470,2022-04-10,23,3393.0,2387,13292.47,5.421072593800979,63639.07,6,44.35,24.358333333333334,45.0,0.0,0.0,29.97083333333333,0.0,0.01,0.0,0.0
2471,2022-04-11,0,2075.0,1523,11002.85,7.103195610071014,47714.67,0,43.833333333333336,24.083333333333332,45.5,0.0,0.0,29.988333333333333,0.0,0.0,0.0,0.0
2472,2022-04-11,1,968.0,713,4497.89,6.2557579972183595,20225.079999999998,0,43.166666666666664,24.8,48.0,0.0,0.0,30.003333333333334,0.0,0.0,0.0,0.0
2473,2022-04-11,2,460.0,351,1406.89,3.951938202247191,7282.26,0,42.63333333333333,25.633333333333336,50.75,0.0,0.0,30.01,0.0,0.0,0.0,0.0
2474,2022-04-11,3,288.0,228,1275.8799999999999,5.383459915611814,6057.79,0,42.208333333333336,26.383333333333336,53.25,0.0,0.0,30.020833333333332,0.0,0.0,0.0,0.0
2475,2022-04-11,4,528.0,395,3875.57,8.370561555075595,17141.68,0,41.85,26.433333333333334,54.166666666666664,0.0,0.0,30.050833333333333,0.0,0.0,0.0,0.0
2476,2022-04-11,5,900.0,672,4530.22,6.197291381668947,22323.24,0,41.55833333333333,26.125,54.0,0.0,0.0,30.08,0.0,0.0,0.0,0.0
2477,2022-04-11,6,2553.0,1957,9752.45,4.764264777723498,48974.38,0,41.416666666666664,26.333333333333332,54.75,0.0,0.0,30.108333333333334,0.0,0.0,0.0,14.0
2478,2022-04-11,7,5268.0,4051,16137.58,3.83133428300095,89680.29,0,41.958333333333336,26.53333333333333,54.166666666666664,0.0,0.0,30.135833333333334,0.0,0.0,0.0,158.41666666666666
2479,2022-04-11,8,6605.0,5018,146121.62000000002,27.8751659671881,108676.76,0,43.31666666666666,26.491666666666664,51.25,0.0,0.0,30.144166666666667,0.0,0.0,1.0,361.0
2480,2022-04-11,9,7078.0,5265,17197.54,3.195380899293943,109912.0,0,45.324999999999996,26.141666666666666,46.75,0.0,0.0,30.14,0.0,0.0,1.8333333333333333,543.0833333333334
2481,2022-04-11,10,7450.0,5486,18478.62,3.3127680172104697,115735.54,0,48.0,25.8,41.666666666666664,0.0,0.0,30.139166666666668,0.0,0.0,3.0833333333333335,691.4166666666666
2482,2022-04-11,11,7725.0,5650,18762.23,3.2721014998256015,118620.46,0,51.583333333333336,26.233333333333334,37.166666666666664,0.0,0.0,30.144166666666667,0.0,0.0,4.166666666666667,800.5833333333334
2483,2022-04-11,12,8629.0,6175,20691.6,3.301148691767709,130097.33,0,55.01666666666667,26.116666666666664,32.583333333333336,0.0,0.0,30.1275,0.0,0.0,4.833333333333333,839.6666666666666
2484,2022-04-11,13,8490.0,6138,21702.26,3.4762550056062786,131961.52,0,57.199999999999996,25.508333333333336,29.416666666666668,0.0,0.0,30.1125,0.0,0.0,4.75,830.25
2485,2022-04-11,14,9672.0,6839,25324.0,3.646889400921659,152139.01,0,58.050000000000004,23.974999999999998,26.916666666666668,0.0,0.0,30.09166666666667,0.0,0.0,3.8333333333333335,782.25
2486,2022-04-11,15,10066.0,7079,25376.0,3.534754144031202,155704.18,0,58.30833333333334,28.325,32.0,0.0,0.0,30.054166666666664,0.0,0.0,2.6666666666666665,595.8333333333334
2487,2022-04-11,16,9993.0,7054,24610.48,3.430032055749129,164328.48,0,55.050000000000004,30.616666666666664,39.416666666666664,0.0,0.0,30.054166666666664,0.0,0.0,1.3333333333333333,454.0833333333333
2488,2022-04-11,17,10893.0,7808,24602.6,3.082260085191681,169436.04,0,50.69166666666666,33.63333333333333,52.0,0.0,0.0,30.06,0.0,0.0,0.8333333333333334,285.0
2489,2022-04-11,18,11042.0,7985,23559.92,2.893983540105638,158847.2,0,50.42727272727273,37.11818181818182,60.09090909090909,0.0,0.0,30.05818181818182,0.0,0.0,0.0,89.0
2490,2022-04-11,19,9142.0,6473,22211.97,3.3761924304605566,132069.81,0,49.43333333333334,39.016666666666666,67.16666666666667,0.0,0.0,30.044166666666666,0.0,0.0,0.0,10.166666666666666
2491,2022-04-11,20,8370.0,5888,20967.28,3.5033049289891394,120570.65,0,49.791666666666664,39.733333333333334,68.0,0.0,0.0,30.0575,0.0,0.0,0.0,0.0
2492,2022-04-11,21,7630.0,5298,29703.98,5.4834742477386005,109837.91,0,50.5,40.925000000000004,69.33333333333333,0.0,0.0,30.0625,0.0,0.0,0.0,0.0
2493,2022-04-11,22,6217.0,4272,18974.32,4.304519056261343,99861.95,0,51.25833333333333,41.5,69.08333333333333,0.0,0.0,30.0575,0.0,0.0,0.0,0.0
2494,2022-04-11,23,4181.0,2921,14192.5,4.7834512976070105,70530.53,0,52.166666666666664,39.25833333333333,61.333333333333336,0.0,0.0,30.049166666666665,0.0,0.0,0.0,0.0
2495,2022-04-12,0,2210.0,1538,7917.8,5.0049304677623265,38286.58,1,52.31666666666666,37.30833333333333,56.5,0.0,0.0,30.044166666666666,0.0,0.0,0.0,0.0
2496,2022-04-12,1,955.0,686,3669.98,5.235349500713267,17155.3,1,51.541666666666664,37.074999999999996,57.583333333333336,0.0,0.0,30.030833333333334,0.0,0.0,0.0,0.0
2497,2022-04-12,2,432.0,336,38682.579999999994,111.7993641618497,6933.05,1,51.13333333333333,37.55833333333333,59.583333333333336,0.0,0.0,30.004166666666666,0.0,0.0,0.0,0.0
2498,2022-04-12,3,246.0,199,1074.28,5.18975845410628,5061.16,1,51.34166666666667,37.775,59.833333333333336,0.0,0.0,29.978333333333335,0.0,0.0,0.0,0.0
2499,2022-04-12,4,354.0,266,2246.86,7.110316455696203,10370.13,1,50.15833333333333,39.28333333333333,66.08333333333333,0.0,0.0,29.965,0.0,0.0,0.0,0.0
2500,2022-04-12,5,820.0,619,4018.88,5.953896296296296,19088.24,1,50.19166666666666,40.324999999999996,68.66666666666667,0.0,0.0,29.960833333333337,0.0,0.0,0.0,0.0
2501,2022-04-12,6,2827.0,2127,9469.36,4.265477477477478,49395.11,1,50.9,39.93636363636364,66.0,0.0,0.0,29.965454545454545,0.0,0.0,0.0,5.2727272727272725
2502,2022-04-12,7,5717.0,4369,24196.84,5.2739407149084565,91247.84,1,51.78333333333333,39.9,63.833333333333336,0.0,0.0,29.974166666666665,0.0,0.0,0.0,42.666666666666664
2503,2022-04-12,8,7283.0,5683,341507.54,57.16564111148309,116820.82,1,52.29999999999999,40.68333333333333,64.41666666666667,0.0,0.0,29.983333333333334,0.0,0.0,0.0,56.75
2504,2022-04-12,9,8188.0,6296,62535.50000000001,9.556158312958436,129711.74,1,52.98333333333333,42.55,67.66666666666667,0.0,0.0,30.000833333333333,0.0,0.0,0.4166666666666667,97.91666666666667
2505,2022-04-12,10,8531.0,6400,20242.63,3.05042646172393,139632.89,1,52.49166666666667,44.68333333333334,74.75,0.0,0.0,29.99083333333333,0.0,0.0,1.25,158.83333333333334
2506,2022-04-12,11,8727.0,6303,20482.23,3.185416796267496,139525.19,1,55.375,46.875,72.91666666666667,0.0,0.0,30.006666666666664,0.0,0.0,3.9166666666666665,717.4166666666666
2507,2022-04-12,12,9408.0,6792,23069.07,3.3389882761615284,154288.13,1,59.625,47.708333333333336,64.83333333333333,0.0,0.0,30.021666666666665,0.0,0.0,5.0,812.4166666666666
2508,2022-04-12,13,9403.0,6765,116495.78,16.859013024602024,155311.21,1,63.21666666666667,47.925000000000004,57.416666666666664,0.0,0.0,30.028333333333336,0.0,0.0,5.0,812.6666666666666
2509,2022-04-12,14,10596.0,7656,28299.94,3.5995853472398878,181967.8,1,67.27499999999999,47.699999999999996,49.5,0.0,0.0,30.018333333333334,0.0,0.0,4.25,791.0833333333334
2510,2022-04-12,15,10919.0,7678,30351.49,3.8230872905907547,191435.61000000002,1,68.88333333333334,46.35833333333333,44.416666666666664,0.0,0.0,29.99,0.0,0.0,2.8333333333333335,654.5
2511,2022-04-12,16,9795.0,7078,28411.0,3.865442176870748,194851.98,1,70.35833333333333,44.65833333333333,39.75,0.0,0.0,29.99083333333333,0.0,0.0,1.5833333333333333,485.0833333333333
2512,2022-04-12,17,9746.0,7064,28680.15,3.915378839590444,195183.8,1,71.25,42.125,34.916666666666664,0.0,0.0,30.00916666666667,0.0,0.0,0.9166666666666666,299.6666666666667
2513,2022-04-12,18,9787.0,7063,27017.3,3.7142287599670056,178211.29,1,71.39999999999999,40.475,32.583333333333336,0.0,0.0,30.019166666666667,0.0,0.0008333333333333334,0.0,103.58333333333333
2514,2022-04-12,19,8681.0,6436,26325.13,3.9790099758162034,157834.22,1,70.56666666666666,37.90833333333333,30.25,0.0,0.0,30.03833333333333,0.01,0.01,0.0,7.333333333333333
2515,2022-04-12,20,9211.0,6649,26809.12,3.8546542056074764,153469.2,1,69.0,39.71666666666666,34.833333333333336,0.0,0.0,30.060833333333335,0.0008333333333333334,0.01,0.0,0.0
2516,2022-04-12,21,8622.0,6165,98822.74,15.316605703657782,139792.86000000002,1,63.35,47.125,55.666666666666664,0.0,0.0,30.074166666666667,0.0,0.01,0.0,0.0
2517,2022-04-12,22,7674.0,5393,24266.12,4.284272598870056,130089.86,1,59.375,47.01666666666667,63.666666666666664,0.0,0.0,30.08,0.0,0.01,0.0,0.0
2518,2022-04-12,23,5830.0,4138,18092.35,4.174515459160129,97385.32,1,58.76666666666666,47.1,65.08333333333333,0.0,0.0,30.08083333333333,0.0,0.01,0.0,0.0
2519,2022-04-13,0,2990.0,2141,9367.62,4.277452054794521,49011.67,2,59.15833333333333,47.583333333333336,65.33333333333333,0.0,0.0,30.086666666666662,0.0,0.0,0.0,0.0
2520,2022-04-13,1,1472.0,1001,3951.61,3.8817387033398822,20420.75,2,59.03333333333333,47.49166666666667,65.5,0.0,0.0,30.08,0.0,0.0,0.0,0.0
2521,2022-04-13,2,657.0,515,1830.41,3.47326375711575,9900.17,2,57.449999999999996,47.05833333333334,68.25,0.0,0.0,30.076666666666664,0.0,0.0,0.0,0.0
2522,2022-04-13,3,373.0,276,1310.15,4.695878136200717,6749.9,2,56.15833333333333,46.800000000000004,70.75,0.0,0.0,30.079166666666666,0.0,0.0,0.0,0.0
2523,2022-04-13,4,482.0,349,2806.46,7.122994923857868,12944.74,2,55.76666666666666,47.11666666666667,72.66666666666667,0.0,0.0,30.084999999999997,0.0,0.0,0.0,0.0
2524,2022-04-13,5,818.0,643,3774.9,5.354468085106383,19298.15,2,53.99166666666667,45.88333333333333,74.0,0.0,0.0,30.08,0.0,0.0,0.0,0.0
2525,2022-04-13,6,2795.0,2151,9261.42,4.078124174372523,48611.29,2,53.03333333333333,44.449999999999996,72.58333333333333,0.0,0.0,30.095,0.0,0.0,0.0,6.75
2526,2022-04-13,7,5541.0,4279,211467.96,46.68166887417218,92334.69,2,53.49166666666667,43.583333333333336,69.08333333333333,0.0,0.0,30.1125,0.0,0.0,0.0,39.666666666666664
2527,2022-04-13,8,6743.0,5208,18580.27,3.3800745861378934,117223.47,2,55.074999999999996,43.875,65.91666666666667,0.0,0.0,30.105,0.0,0.0,0.6666666666666666,176.83333333333334
2528,2022-04-13,9,7198.0,5453,17700.3,3.112961660218079,119483.49,2,58.15,43.550000000000004,58.333333333333336,0.0,0.0,30.09,0.0,0.0,1.75,420.0833333333333
2529,2022-04-13,10,7936.0,5781,19061.62,3.2171510548523203,127580.18000000001,2,62.88333333333333,45.40833333333333,53.0,0.0,0.0,30.058333333333334,0.0,0.0,3.5,652.6666666666666
2530,2022-04-13,11,8877.0,6391,19667.59,3.0202073095823097,136527.28,2,66.69166666666666,46.28333333333333,47.833333333333336,0.0,0.0,30.0425,0.0,0.0,4.666666666666667,749.0833333333334
2531,2022-04-13,12,9494.0,6820,21202.29,3.057287671232877,145917.98,2,65.92727272727274,48.11818181818182,52.81818181818182,0.0,0.0,30.020000000000003,0.0,0.0,5.0,786.2727272727273
2532,2022-04-13,13,9566.0,6920,23243.62,3.3025888036373967,155033.8,2,66.5,53.39166666666667,62.833333333333336,0.0,0.0,29.984166666666667,0.0,0.0,5.0,784.0833333333334
2533,2022-04-13,14,10256.0,7334,272392.24,36.4063405506549,166993.72,2,63.300000000000004,53.89166666666667,71.5,0.0,0.0,29.955833333333334,0.0,0.0,4.333333333333333,694.5
2534,2022-04-13,15,10907.0,7648,53296.0,6.831944622484297,179361.98,2,64.15,53.800000000000004,69.08333333333333,0.0,0.0,29.923333333333332,0.0,0.0,2.9166666666666665,635.4166666666666
2535,2022-04-13,16,10454.0,7405,25595.12,3.3757742020575043,182259.11000000002,2,65.14999999999999,54.00833333333333,67.16666666666667,0.0,0.0,29.8925,0.0,0.0,1.0833333333333333,221.58333333333334
2536,2022-04-13,17,11369.0,8142,26918.43,3.208776969841459,192479.51,2,63.86666666666667,52.99166666666667,67.75,0.0,0.0,29.885,0.0,0.0,0.5,144.16666666666666
2537,2022-04-13,18,11986.0,8676,26566.39,2.9813028840758613,186261.42,2,64.43333333333334,52.85833333333333,66.16666666666667,0.0,0.0,29.870833333333334,0.0,0.0,0.0,103.41666666666667
2538,2022-04-13,19,10320.0,7490,24232.59,3.1544636813329863,154775.99,2,62.06666666666666,52.25,70.33333333333333,0.0,0.0,29.864166666666666,0.0,0.0,0.0,6.083333333333333
2539,2022-04-13,20,10001.0,7153,24263.21,3.3006679363351923,145809.92,2,60.48333333333333,51.93333333333334,73.25,0.0,0.0,29.86583333333333,0.0,0.0,0.0,0.0
2540,2022-04-13,21,9449.0,6687,24345.53,3.547359755209092,140596.38,2,61.03333333333333,52.300000000000004,72.75,0.0,0.0,29.855,0.0,0.0,0.0,0.0
2541,2022-04-13,22,8152.0,5664,23940.63,4.044025337837838,130700.83,2,61.56666666666666,52.416666666666664,72.0,0.0,0.0,29.845,0.0,0.0,0.0,0.0
2542,2022-04-13,23,6259.0,4454,19330.95,4.176053143227479,103287.51,2,61.34166666666667,52.75,73.16666666666667,0.0,0.0,29.82166666666667,0.0,0.0,0.0,0.0
2543,2022-04-14,0,3622.0,2540,10746.77,4.12860929696504,56686.85,3,60.550000000000004,52.666666666666664,75.08333333333333,0.0,0.0,29.808333333333334,0.0,0.0,0.0,0.0
2544,2022-04-14,1,1836.0,1281,4876.75,3.7113774733637745,26577.2,3,58.25833333333333,51.78333333333333,79.08333333333333,0.0,0.0,29.795,0.0,0.0,0.0,0.0
2545,2022-04-14,2,912.0,664,2319.29,3.4207817109144543,12584.7,3,56.875,51.25,81.33333333333333,0.0,0.0,29.776666666666667,0.0,0.0,0.0,0.0
2546,2022-04-14,3,517.0,385,1534.06,3.8160696517412935,8143.77,3,56.05833333333334,50.949999999999996,82.75,0.0,0.0,29.758333333333336,0.0,0.0,0.0,0.0
2547,2022-04-14,4,523.0,380,3274.45,7.212444933920705,15532.05,3,55.93333333333334,50.99166666666667,83.25,0.0,0.0,29.749166666666667,0.0,0.0,0.0,0.0
2548,2022-04-14,5,904.0,696,4770.7,6.195714285714286,23329.96,3,56.65833333333333,51.50833333333333,82.75,0.0,0.0,29.749166666666667,0.0,0.0,0.0,0.0
2549,2022-04-14,6,2637.0,2055,9315.08,4.3487768440709615,48776.49,3,58.050000000000004,52.175000000000004,80.66666666666667,0.0,0.0,29.765,0.0,0.0,0.0,5.333333333333333
2550,2022-04-14,7,5339.0,4081,14540.26,3.3972570093457946,85824.13,3,60.291666666666664,53.11666666666667,77.16666666666667,0.0,0.0,29.77,0.0,0.0,0.0,106.58333333333333
2551,2022-04-14,8,7041.0,5376,19197.51,3.3971881082994155,118388.27,3,65.25833333333334,54.94166666666666,69.41666666666667,0.0,0.0,29.765,0.0,0.0,0.8333333333333334,305.75
2552,2022-04-14,9,7772.0,5689,100586.67000000001,17.14448099539799,116912.59,3,70.73333333333333,55.48333333333333,58.583333333333336,0.0,0.0,29.75666666666667,0.0,0.0,2.25,507.25
2553,2022-04-14,10,8587.0,6222,19345.47,3.0522988324392553,129250.45,3,65.89999999999999,52.525,62.083333333333336,0.0,0.0,29.763333333333335,0.0,0.0,3.5,645.1666666666666
2554,2022-04-14,11,9338.0,6712,21402.04,3.1455085243974135,142368.13,3,65.95,52.81666666666666,62.75,0.0,0.0,29.75583333333333,0.0,0.0,4.666666666666667,738.0
2555,2022-04-14,12,9947.0,7092,22082.39,3.067424642311432,151542.14,3,68.84166666666667,53.23333333333333,57.666666666666664,0.0,0.0,29.75,0.0,0.0,5.0,788.75
2556,2022-04-14,13,10525.0,7514,26069.11,3.405945910634962,165673.49,3,69.22500000000001,53.550000000000004,57.666666666666664,0.0,0.0,29.7375,0.0,0.0,5.0,785.25
2557,2022-04-14,14,11451.0,8131,29155.83,3.5059920634920636,184456.23,3,76.53333333333333,55.75,48.833333333333336,0.0,0.0,29.71666666666667,0.0,0.0,4.5,772.8333333333334
2558,2022-04-14,15,11106.0,7881,27248.71,3.364869103482341,178381.03,3,78.075,56.050000000000004,46.75,0.0,0.0,29.705833333333334,0.0,0.0,2.9166666666666665,638.25
2559,2022-04-14,16,10880.0,7733,135498.19,17.056670443101712,186316.34,3,76.11666666666666,55.35833333333333,48.666666666666664,0.0,0.0,29.69,0.0,0.0,1.6666666666666667,499.5
2560,2022-04-14,17,12076.0,8667,28270.29,3.1661205062157016,201271.95,3,75.14166666666667,56.03333333333333,51.75,0.0,0.0,29.706666666666667,0.0,0.0,0.3333333333333333,106.41666666666667
2561,2022-04-14,18,12124.0,8808,26382.47,2.8918634221199166,188303.31,3,71.2,59.949999999999996,67.91666666666667,0.0,0.0,29.762500000000003,0.0,0.0,0.0,13.0
2562,2022-04-14,19,10678.0,7662,24062.94,3.034036061026352,158715.28,3,64.61666666666666,55.666666666666664,72.91666666666667,0.0,0.0,29.8175,0.0,0.0,0.0,2.8333333333333335
2563,2022-04-14,20,9731.0,6883,22788.48,3.1983831578947366,141792.89,3,63.666666666666664,51.625,65.0,0.0,0.0,29.85666666666667,0.0,0.0,0.0,0.0
2564,2022-04-14,21,9415.0,6570,24669.39,3.652559964465502,141895.78,3,63.50833333333333,42.24166666666667,46.416666666666664,0.0,0.0,29.900833333333335,0.0,0.0,0.0,0.0
2565,2022-04-14,22,9201.0,6229,25338.45,3.914483238065812,141708.43,3,62.300000000000004,34.516666666666666,35.333333333333336,0.0,0.0,29.921666666666667,0.0,0.0,0.0,0.0
2566,2022-04-14,23,7387.0,5131,21167.59,3.971405253283302,117496.23,3,60.725,33.46666666666667,35.833333333333336,0.0,0.0,29.936666666666667,0.0,0.0,0.0,0.0
2567,2022-04-15,0,5427.0,3747,16230.39,4.196067735263702,87105.51,4,60.166666666666664,32.9,35.75,0.0,0.0,29.97,0.0,0.0,0.0,0.0
2569,2022-04-15,1,3563.0,2445,9234.17,3.70701324769169,50733.27,4,59.725,28.53333333333333,30.416666666666668,0.0,0.0,29.988333333333333,0.0,0.0,0.0,0.0
2571,2022-04-15,2,1932.0,1337,5031.1,3.672335766423358,27204.2,4,58.61666666666667,30.241666666666664,33.833333333333336,0.0,0.0,30.025833333333335,0.0,0.0,0.0,0.0
2573,2022-04-15,3,959.0,714,2932.59,3.838468586387435,16220.14,4,57.34166666666667,31.483333333333334,37.416666666666664,0.0,0.0,30.041666666666668,0.0,0.0,0.0,0.0
2575,2022-04-15,4,721.0,542,4078.81,6.170665658093797,19704.55,4,56.63333333333333,30.816666666666666,37.25,0.0,0.0,30.063333333333333,0.0,0.0,0.0,0.0
2577,2022-04-15,5,880.0,671,4832.17,6.211015424164525,23312.79,4,55.19166666666666,32.24166666666667,41.583333333333336,0.0,0.0,30.081666666666667,0.0,0.0,0.0,0.0
2579,2022-04-15,6,1838.0,1395,7249.52,4.989346180316587,36099.08,4,54.583333333333336,32.583333333333336,43.25,0.0,0.0,30.096666666666668,0.0,0.0,0.0,21.416666666666668
2581,2022-04-15,7,3206.0,2384,11075.37,4.498525588952072,57607.19,4,55.550000000000004,31.400000000000002,39.75,0.0,0.0,30.122500000000002,0.0,0.0,0.08333333333333333,171.58333333333334
2583,2022-04-15,8,4800.0,3535,13463.23,3.7027585258525852,76566.02,4,57.654545454545456,28.40909090909091,32.72727272727273,0.0,0.0,30.14454545454545,0.0,0.0,1.0,363.27272727272725
2585,2022-04-15,9,6701.0,4780,16162.73,3.3236129960929466,96552.77,4,60.23333333333333,26.224999999999998,27.166666666666668,0.0,0.0,30.1575,0.0,0.0,2.1666666666666665,562.1666666666666
2587,2022-04-15,10,8097.0,5719,19134.9,3.2776464542651595,116648.01,4,61.56666666666666,20.575,20.666666666666668,0.0,0.0,30.155,0.0,0.0,3.1666666666666665,677.1666666666666
2589,2022-04-15,11,8836.0,6194,28750.31,4.540478521794062,127331.36,4,62.93333333333334,14.716666666666667,15.166666666666666,0.0,0.0,30.143333333333334,0.0,0.0,4.166666666666667,803.4166666666666
2591,2022-04-15,12,9608.0,6607,23599.45,3.4740836154865304,143460.26,4,64.7,14.308333333333332,14.0,0.0,0.0,30.12,0.0,0.0,5.0,845.1666666666666
2593,2022-04-15,13,8964.0,6228,23286.09,3.6057742335088263,141822.27,4,65.5,15.616666666666667,14.416666666666666,0.0,0.0,30.098333333333333,0.0,0.0,4.583333333333333,830.3333333333334
2595,2022-04-15,14,10448.0,7186,110714.83,14.937240960604425,167266.86000000002,4,66.54166666666667,16.75,14.666666666666666,0.0,0.0,30.079166666666666,0.0,0.0,3.6666666666666665,763.0
2597,2022-04-15,15,10797.0,7315,28235.49,3.7557182761372707,167043.75,4,65.75833333333334,20.558333333333334,17.916666666666668,0.0,0.0,30.064166666666665,0.0,0.0,2.5,644.0
2599,2022-04-15,16,11120.0,7438,104716.76000000001,13.740553733105893,175306.23,4,62.025,26.333333333333332,25.833333333333332,0.0,0.0,30.06,0.0,0.0,1.3333333333333333,487.5
2601,2022-04-15,17,12312.0,8202,27983.65,3.323473871733967,183814.06,4,61.09166666666667,28.849999999999998,29.333333333333332,0.0,0.0,30.045833333333334,0.0,0.0,0.75,305.8333333333333
2603,2022-04-15,18,12597.0,8501,25575.7,2.9216015535755084,172185.68,4,59.9,30.963636363636365,33.45454545454545,0.0,0.0,30.030000000000005,0.0,0.0,0.0,114.54545454545455
2605,2022-04-15,19,11434.0,7608,24410.52,3.102112085398399,155375.56,4,57.99166666666667,36.166666666666664,43.916666666666664,0.0,0.0,30.028333333333336,0.0,0.0,0.0,9.166666666666666
2607,2022-04-15,20,10232.0,6606,21929.01,3.2187010127697047,132661.49,4,57.75,37.583333333333336,47.083333333333336,0.0,0.0,30.05666666666667,0.0,0.0,0.0,0.0
2609,2022-04-15,21,10044.0,6503,21613.68,3.2438361098604234,129199.17,4,60.24166666666667,29.325,31.0,0.0,0.0,30.073333333333334,0.0,0.0,0.0,0.0
2611,2022-04-15,22,10296.0,6654,23898.37,3.496469641550841,139540.44,4,59.28181818181818,28.781818181818185,31.272727272727273,0.0,0.0,30.06,0.0,0.0,0.0,0.0
2613,2022-04-15,23,9014.0,5913,21588.71,3.502954729839364,125646.44,4,57.574999999999996,32.225,38.416666666666664,0.0,0.0,30.054999999999996,0.0,0.0,0.0,0.0
2615,2022-04-16,0,7210.0,4784,17209.01,3.4493906594507915,99367.83,5,55.90833333333333,34.166666666666664,44.083333333333336,0.0,0.0,30.048333333333332,0.0,0.0,0.0,0.0
2616,2022-04-16,1,5456.0,3581,11062.53,2.9996014099783084,67521.77,5,56.90833333333333,30.099999999999998,35.75,0.0,0.0,30.030833333333334,0.0,0.0,0.0,0.0
2617,2022-04-16,2,4193.0,2815,9400.32,3.2303505154639174,54335.25,5,57.041666666666664,30.616666666666664,36.333333333333336,0.0,0.0,30.025000000000002,0.0,0.0,0.0,0.0
2618,2022-04-16,3,2411.0,1596,6078.68,3.45969265793967,35131.11,5,56.56666666666666,30.883333333333336,37.416666666666664,0.0,0.0,30.00916666666667,0.0,0.0,0.0,0.0
2619,2022-04-16,4,1355.0,919,4793.28,4.626718146718146,24763.51,5,56.21666666666667,30.575,37.416666666666664,0.0,0.0,30.0,0.0,0.0,0.0,0.0
2620,2022-04-16,5,765.0,538,3544.69,6.0283843537414965,16915.56,5,56.425000000000004,29.125,35.083333333333336,0.0,0.0,29.995,0.0,0.0,0.0,0.0
2621,2022-04-16,6,1151.0,837,5990.91,6.792414965986395,26109.5,5,56.583333333333336,28.875,34.583333333333336,0.0,0.0,29.9825,0.0,0.0,0.0,7.666666666666667
2622,2022-04-16,7,1689.0,1225,6236.47,4.9891760000000005,30183.12,5,56.790909090909096,29.872727272727275,35.72727272727273,0.0,0.0,29.99090909090909,0.0,0.0,0.0,41.0
2623,2022-04-16,8,2916.0,2042,8333.27,3.9986900191938584,44677.27,5,57.90833333333333,32.125,37.583333333333336,0.0,0.0,29.998333333333335,0.0,0.0,0.25,137.75
2624,2022-04-16,9,4789.0,3386,11572.82,3.3341457793143188,65573.49,5,59.472727272727276,34.39090909090909,38.90909090909091,0.0,0.0,29.982727272727274,0.0,0.0,1.0,214.27272727272728
2625,2022-04-16,10,6896.0,4629,14771.47,3.1196346356916576,86861.66,5,61.19166666666666,35.75,38.666666666666664,0.0,0.0,29.989166666666666,0.0,0.0,2.5,577.75
2626,2022-04-16,11,8493.0,5658,17794.03,3.0806838642659278,106461.31,5,64.20833333333333,36.800000000000004,36.25,0.0,0.0,29.965833333333336,0.0,0.0,3.0833333333333335,636.0
